gene.name	gene.description	gene.family
Solyc08g068850	proton pump-interactor 1-like (AHRD V3.3 *-* A0A2I4H3B3_9ROSI)	
Solyc08g069020	RNA polymerase II degradation factor 1-like (AHRD V3.3 *** XP_004245429.1)	
Solyc08g069050	Ubiquitin carboxyl-terminal hydrolase 19 (AHRD V3.3 *** A0A2G2XMP0_CAPBA)	
Solyc08g069140	Cyclic nucleotide-gated ion channel-like protein (AHRD V3.3 *** A0A2K3MW13_TRIPR)	
Solyc08g069180	Protein kinase domain (AHRD V3.3 *** A0A200QZ79_9MAGN)	
Solyc08g069230	chaperone protein dnaJ-like protein (AHRD V3.3 *** AT2G24395.1)	
Solyc08g069231	L-arabinokinase (AHRD V3.3 *** A0A2G3AGT3_CAPAN)	
Solyc08g074260	Cytochrome (AHRD V3.3 *** A0A1U8F0H8_CAPAN)	
Solyc08g074410	Tryptophan--tRNA ligase, cytoplasmic (AHRD V3.11 *** tr|A0A1U8GS48|A0A1U8GS48_CAPAN)	
Solyc08g074520	TATA-binding protein-associated factor BTA.1	
Solyc08g074600	ATP-dependent DNA helicase (AHRD V3.3 *** A0A1U8GRF1_CAPAN)	
Solyc08g074660	F-box/kelch-repeat protein SKIP25 (AHRD V3.3 *** A0A2G2XM52_CAPBA)	
Solyc08g074670	Mediator of RNA polymerase II transcription subunit 28 (AHRD V3.3 *** A0A2G2XM67_CAPBA)	
Solyc08g074683	Polyphenol oxidase (AHRD V3.3 *** Q41428_SOLTU)	
Solyc08g074710	SNF2 domain-containing protein CLASSY 4 (AHRD V3.3 --* CLSY4_ARATH)	
Solyc08g074780	SH3 domain-containing protein (AHRD V3.3 *** A0A2U1NRE5_ARTAN)	
Solyc08g075020	Pectin acetylesterase (AHRD V3.3 *** K4CMM0_SOLLC)	
Solyc08g075150	coiled-coil protein (AHRD V3.3 *** AT5G45310.2)	
Solyc08g075160	Bifunctional purine biosynthesis protein PurH (AHRD V3.3 *** A0A1J3JAU9_NOCCA)	
Solyc08g075310	AP-4 complex subunit epsilon (AHRD V3.3 *** A0A2G3C072_CAPCH)	
Solyc08g075350	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2U1QLL0_ARTAN)	
Solyc08g075390	Nudix hydrolase 3 (AHRD V3.3 *** A0A2G2XM34_CAPBA)	
Solyc08g075410	Ribosomal protein L2 (AHRD V3.3 *** A0A2U1LJJ2_ARTAN)	
Solyc08g075430	ABC transporter G family member 14 (AHRD V3.3 *** A0A2G3AG23_CAPAN)	
Solyc08g075460	WAT1-related protein (AHRD V3.3 *** K4CMR3_SOLLC)	
Solyc08g075490	9-cis-epoxycarotenoid dioxygenase (AHRD V3.11 *** tr|A0A193PR95|A0A193PR95_9LILI)	
Solyc08g075570	Urea-proton symporter DUR3 (AHRD V3.3 *** A0A2G3AG00_CAPAN)	
Solyc08g075670	Formin-like protein (AHRD V3.3 *-* A0A2U1Q250_ARTAN)	
Solyc08g075710	Polyamine transporter PU.1	
Solyc08g075770	exopolysaccharide production negative regulator (AHRD V3.3 *** AT4G19140.1)	
Solyc08g075790	Vacuolar protein sorting-associated protein 62 (AHRD V3.11 *** tr|A0A200RA51|A0A200RA51_9MAGN)	
Solyc08g075820	RNA-dependent RNA polymerase6b	
Solyc08g076000	Disease resistance protein RGA2 (AHRD V3.3 *** A0A2G2XMC9_CAPBA)	
Solyc08g076020	Cobalamin biosynthesis protein CobW (AHRD V3.3 *-* A0A2T6DKX1_9BACT)	
Solyc08g076090	DUF760 domain-containing protein (AHRD V3.3 *** A0A1Q3CP94_CEPFO)	
Solyc08g076120	MIP18 family protein (AHRD V3.3 *** A0A2U1PDT8_ARTAN)	
Solyc08g076190	protein dimerization (AHRD V3.3 *-* AT5G45610.1)	
Solyc08g076210	Secretory carrier-associated membrane protein (AHRD V3.3 *** B7X6S6_TOBAC)	
Solyc08g076257	Cytochrome (AHRD V3.11 *-* tr|A0A1U8F0H8|A0A1U8F0H8_CAPAN)	
Solyc08g076490	MAP kinase kinase kinase 64	
Solyc08g076520	ribosome maturation factor (AHRD V3.3 *** AT2G35470.1)	
Solyc08g076530	binding partner of ACD.1	
Solyc08g076540	Syntaxin (AHRD V3.3 *** A0A2G3DCS8_CAPCH)	
Solyc08g076580	valine-tRNA ligase (AHRD V3.3 *** AT1G32310.1)	
Solyc08g076640	Eukaryotic aspartyl protease family protein (AHRD V3.3 *** A0A2U1KXX4_ARTAN)	
Solyc08g076650	Trehalose-6-phosphate synthase (AHRD V3.3 *** E5GC29_CUCME)	
Solyc08g150146	Pentatricopeptide repeat-containing protein, mitochondrial (AHRD V3.11 *** tr|A0A2G3DCC7|A0A2G3DCC7_CAPCH)	
Solyc08g076690	Inositol-tetrakisphosphate 1-kinase (AHRD V3.3 *** A0A2G2XLG7_CAPBA)	
Solyc08g076740	ER-based factor for assembly of V-ATPase (AHRD V3.3 *-* AT5G52980.1)	
Solyc08g076790	NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** A0A2U1LGD5_ARTAN)	
Solyc08g076810	GPI-anchored wall transfer protein (AHRD V3.3 *** A0A2K3PA77_TRIPR)	
Solyc08g076830	RING/U-box superfamily protein (AHRD V3.3 *** A0A2U1LC40_ARTAN)	
Solyc08g076960	Abscisic acid receptor PY.1	
Solyc08g077180	Pyruvate kinase (AHRD V3.3 *** A0A1U8GRH5_CAPAN)	
Solyc08g077240	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (AHRD V3.3 *** A0A2U1NM08_ARTAN)	
Solyc08g077270	Phosphoacetylglucosamine mutase (AHRD V3.3 *** A0A1U8GJ76_CAPAN)	
Solyc08g077280	Allyl alcohol dehydrogenase-like protein (AHRD V3.3 *** Q8VZ93_ARATH)	
Solyc08g077430	ephrin type-B receptor (AHRD V3.3 *** AT5G11700.2)	
Solyc08g077480	FCS-Like Zinc finger 2 (AHRD V3.11 *-* sp|Q8VZM9|FLZ2_ARATH)	
Solyc08g077490	Vacuolar protein sorting 13 (AHRD V3.3 *-* J7FHV5_MESCR)	
Solyc08g077510	Poly(U)-specific endoribonuclease-B-like protein (AHRD V3.3 *** A0A2K3PLY2_TRIPR)	
Solyc08g077550	Novel plant snare, putative (AHRD V3.3 *** B9RUR4_RICCO)	
Solyc08g077560	Protein kinase superfamily protein (AHRD V3.3 *** A0A2U1KAY9_ARTAN)	
Solyc08g077740	I-7 (AHRD V3.3 *** A0A0K0VHK2_SOLPN)	
Solyc08g077780	Protein kinase (AHRD V3.3 *** O65765_CRAPL)	
Solyc08g077825	Unknown protein	
Solyc08g077850	tRNA/rRNA methyltransferase (SpoU) family protein (AHRD V3.3 *** A0A2U1NGV1_ARTAN)	
Solyc08g077900	Expansin-like .1	
Solyc08g077990	Kinase like protein (AHRD V3.3 *-* Q0WPK0_ARATH)	
Solyc08g078020	Methionine rich arabinogalactan (AHRD V3.3 *-* Q52QJ6_SOLLC)	
Solyc08g078150	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2U1NFL7_ARTAN)	
Solyc08g078270	Dual specificity phosphatase (AHRD V3.3 *** A0A200Q2H3_9MAGN)	
Solyc08g078310	Chromogranin (DUF1639) (AHRD V3.3 *-* O23587_ARATH)	
Solyc08g078320	E3 ubiquitin-protein ligase HO.1	
Solyc08g078380	O-fucosyltransferase family protein (AHRD V3.3 *** A0A2U1M7E5_ARTAN)	
Solyc08g078440	sphingomyelin phosphodiesterase (AHRD V3.3 *** AT5G47400.1)	
Solyc08g078530	Agenet domain-containing protein (AHRD V3.3 *** A0A1Q3BYA3_CEPFO)	
Solyc08g078540	O-fucosyltransferase (AHRD V3.3 *** A0A2P5AVU2_PARAD)	
Solyc08g078560	hypothetical protein (AHRD V3.3 *** AT4G17310.9)	
Solyc08g078570	Pentatricopeptide repeat (PPR) superfamily protein (AHRD V3.3 *** A0A2U1KP81_ARTAN)	
Solyc08g078670	Eukaryotic aspartyl protease family protein (AHRD V3.3 *** A0A061G3B8_THECC)	
Solyc08g078740	leukocyte receptor cluster member.1	
Solyc08g078790	hypothetical protein (AHRD V3.3 *** AT2G35736.2)	
Solyc08g078810	Unknown protein	
Solyc08g078860	NADH dehydrogenase [ubiquinone].1	
Solyc08g078920	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (AHRD V3.3 *** A0A2U1PU47_ARTAN)	
Solyc08g078990	Phosphatidic acid phosphatase type 2/haloperoxidase (AHRD V3.3 *** A0A200PS40_9MAGN)	
Solyc08g079010	C2H2-like zinc finger protein (AHRD V3.3 *-* A0A2U1KP34_ARTAN)	
Solyc08g079040	Xyloglucan galactosyltransferase KATAMAR.1	
Solyc08g079170	Hsp70-Hsp90 organizing protein.1	
Solyc08g079200	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (AHRD V3.3 *** A0A2U1PU47_ARTAN)	
Solyc08g079240	dimethylallyl%2C adenosine tRNA methylthiotransferase (AHRD V3.3 *** AT1G62780.1)	
Solyc08g079260	TPR repeat-containing thioredoxin TDX (AHRD V3.3 *-* A0A2G2XKR1_CAPBA)	
Solyc08g079310	Cytochrome P450 (AHRD V3.11 *** tr|A0A1U9X605|A0A1U9X605_THAGA)	
Solyc08g083520	Cytochrome P450 (AHRD V3.3 *** A0A1U9X605_THAGA)	
Solyc08g079460	leucine-rich repeat receptor-like serine/threonine-protein kinase At1g17230 (AHRD V3.3 *** A0A1U8G9J1_CAPAN)	
Solyc08g079470	Glycine cleavage T-protein (AHRD V3.3 *** A0A200QAZ4_9MAGN)	
Solyc08g079530	Deoxyribodipyrimidine photo-lyase (AHRD V3.3 *** A0A2G3DBR9_CAPCH)	
Solyc08g079590	PPR containing protein (AHRD V3.3 *** AT4G22758.1)	
Solyc08g079640	Pentatricopeptide repeat (AHRD V3.3 *-* A0A200Q2H0_9MAGN)	
Solyc08g079660	Clp protease-related protein, chloroplastic (AHRD V3.3 *** A0A1U8GJ95_CAPAN)	
Solyc08g079700	Zinc finger A20 and A.1	
Solyc08g079710	Kinesin-like protein (AHRD V3.3 *** K4CNX1_SOLLC)	
Solyc08g079740	Leucine-rich receptor-like protein kinase family protein (AHRD V3.3 *** A0A0K9NNG1_ZOSMR)	
Solyc08g079790	Nucleotide-sugar transporter family protein (AHRD V3.3 *** A0A2U1PWK4_ARTAN)	
Solyc08g079810	obscurin-like protein (AHRD V3.3 *** AT1G73970.1)	
Solyc08g079880	Subtilisin-like protease (AHRD V3.3 *** Q9LWA3_SOLLC)	
Solyc08g079890	Subtilisin-like protease (AHRD V3.3 *** Q9LWA3_SOLLC)	
Solyc08g079970	Subtilisin-like protease (AHRD V3.3 *** Q9LWA3_SOLLC)	
Solyc08g079980	Subtilisin-like protease (AHRD V3.3 *** Q9LWA3_SOLLC)	
Solyc08g080010	Subtilisin-like protease (AHRD V3.3 *** Q9LWA3_SOLLC)	
Solyc08g080080	Cell division cycle 20-like protein cofactor-apc complex (AHRD V3.11 *-* tr|A0A167D797|A0A167D797_9PEZI)	
Solyc08g080270	UDP-galactose/UDP-glucose transporter 2-like (AHRD V3.3 *** A0A2I4GWU4_9ROSI)	
Solyc08g080320	BAG family molecular chaperone regulator 2 (AHRD V3.3 *** A0A1J3K248_NOCCA)	
Solyc08g080360	F-box protein PP2-A15 (AHRD V3.3 *** A0A2G2Y8Y0_CAPAN)	
Solyc08g080510	Replication factor C subunit 2 (AHRD V3.3 *** A0A2G3DBG1_CAPCH)	
Solyc08g080550	DEAD-box ATP-dependent RNA helicase 47A (AHRD V3.3 *** A0A2G3DB95_CAPCH)	
Solyc08g080670	Pathogenesis-related 5-like protein	
Solyc08g080690	Methyl-CpG binding domain protein (AHRD V3.3 *-* A0A2K3NPJ5_TRIPR)	
Solyc08g080730	Tetraspanin-10 (AHRD V3.3 *** A0A2G2XKQ0_CAPBA)	
Solyc08g080850	Serine/threonine-protein kinase RIO1 (AHRD V3.11 *** tr|A0A2G2XK91|A0A2G2XK91_CAPBA)	
Solyc08g080900	Glutathione S-transferase (AHRD V3.3 *** A0A200QUC6_9MAGN)	
Solyc08g080980	Unknown protein	
Solyc08g081040	RNAse P, Rpr2/Rpp.1	
Solyc08g081050	Bromo adjacent homology (BAH) domain (AHRD V3.3 *-* A0A200QRT9_9MAGN)	
Solyc08g081060	DUF3527 domain-containing protein (AHRD V3.3 *** A0A1Q3AQL6_CEPFO)	
Solyc08g081070	Mitochondrial substrate carrier family protein (AHRD V3.3 *** F4JP07_ARATH)	
Solyc08g081160	DUF37.1	
Solyc08g081270	Ubiquitin-conjugating enzyme (AHRD V3.3 *** A0A200R0U5_9MAGN)	
Solyc08g081290	AT-rich interactive domain-containing protein 2-like isoform X2 (AHRD V3.3 *** A0A2I4H8P9_9ROSI)	
Solyc08g081350	Zinc finger protein CONSTANS-LIKE 3 (AHRD V3.3 *** A0A2G3DAM4_CAPCH)	
Solyc08g081390	Phosphoglycerate mutase-like protein AT74 (AHRD V3.3 *** A0A2G3ADV8_CAPAN)	
Solyc08g081450	Nuclear transport factor 2 (NTF2) family protein (AHRD V3.11 *-* tr|F4JYE8|F4JYE8_ARATH)	
Solyc08g081520	Plant/F1M20-13 protein (AHRD V3.3 *** A0A072TUL8_MEDTR)	
Solyc08g081530	monodehydroascorbate reductase	
Solyc08g081810	Cation/H(+) antiporter 17 (AHRD V3.3 *** A0A2G2XJX1_CAPBA)	
Solyc08g081830	Intracellular protein transporter USO1-like protein (AHRD V3.3 *** A0A1P8BBF8_ARATH)	
Solyc08g081840	BTB/POZ domain-containing protein (AHRD V3.3 *** A0A1U8EY34_CAPAN)	
Solyc08g081850	Transmembrane protein, putative (DUF1191) (AHRD V3.3 *** Q5S4T6_ARATH)	
Solyc08g081890	ABC transporter C family member 10 (AHRD V3.3 *** A0A1U8GDT9_CAPAN)	
Solyc08g081900	Translation initiation factor IF-2 (AHRD V3.3 *** A0A1J3CUF0_NOCCA)	
Solyc08g081940	Leucine-rich repeat protein kinase family protein (AHRD V3.3 *** A0A2U1NUU3_ARTAN)	
Solyc08g081945	Ubiquitin conjugating enzyme (AHRD V3.3 *** B3TLN8_ELAGV)	
Solyc08g081980	Protein kinase family protein (AHRD V3.11 *** tr|Q9FGG5|Q9FGG5_ARATH)	
Solyc08g081990	protein SPA1-RELATED 2-like (AHRD V3.3 *** A0A2I4DQ28_9ROSI)	
Solyc08g082020	Mitochondrial carrier protein (AHRD V3.3 *** A0A200PUN8_9MAGN)	
Solyc08g082120	Methanol inducible protein (AHRD V3.3 *** D1MAX5_NICBE)	
Solyc08g082130	Unknown protein	
Solyc08g082160	subtilisin-like serine protease 3 (AHRD V3.3 --* AT2G19170.2)	
Solyc08g082230	transmembrane protein (AHRD V3.3 *-* AT1G64385.2)	
Solyc08g082240	transmembrane protein (AHRD V3.3 --* AT1G64385.2)	
Solyc08g082300	mitochondrial inner membrane protein OXA1-like (AHRD V3.3 *** A0A2I4EY87_9ROSI)	
Solyc08g082320	PHD finger protein-like protein (AHRD V3.3 *** AT4G23860.3)	
Solyc08g082390	hypothetical protein (AHRD V3.3 *** AT5G24165.2)	
Solyc08g082410	LOW protein: zinc finger CCCH domain protein (AHRD V3.3 *-* AT5G53440.2)	
Solyc08g082440	UDP-glucose 4-epimerase (AHRD V3.3 *** Q6XZA0_SOLTU)	
Solyc08g082480	Phosphatidylinositol 4-kinase gamma 2 (AHRD V3.3 *** A0A2G3ADD9_CAPAN)	
Solyc08g082570	hypothetical protein (AHRD V3.3 *-* AT5G42070.1)	
Solyc08g082590	Glutaredoxin (AHRD V3.3 *** A0A2U1KGP9_ARTAN)	
Solyc08g082640	Cellulose synthase (AHRD V3.11 *** tr|A0A200QCL6|A0A200QCL6_9MAGN)	
Solyc08g082790	Unknown protein	
Solyc08g082860	Trehalase (AHRD V3.3 *** A0A2G3AD59_CAPAN)	
Solyc08g082870	NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** A0A1P8B7K9_ARATH)	
Solyc08g082940	Transcription factor (AHRD V3.3 *-* A0A2G3CBE0_CAPCH)	
Solyc08g082960	HIT zinc finger family protein, expressed (AHRD V3.3 *** Q337A7_ORYSJ)	
Solyc08g083020	P-loop containing nucleoside triphosphate hydrolases superfamily protein (AHRD V3.3 *** A0A2U1LUP2_ARTAN)	
Solyc08g083190	Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** A0A2U1LI82_ARTAN)	
Solyc08g083210	endo-1,4-beta-glucanase (cel5)	
Solyc08g083240	SUN-like protein 24	
Solyc08g083250	Purple acid phosphatase (AHRD V3.3 *** A0A2G3AD35_CAPAN)	
Solyc08g083260	Snurportin.1	
Solyc08g083310	Glucan endo-1,3-beta-glucosidase .1	
Solyc09g005000	Lectin receptor-like kinase (AHRD V3.3 *** G0Y6Q9_GOSHI)	
Solyc09g005010	Importin subunit beta.1	
Solyc09g005100	Transcription factor (AHRD V3.3 *** A0A2G2VYB3_CAPBA)	
Solyc09g005120	DnaJ protein ERDJ3A (AHRD V3.3 *** A0A2G2VZ69_CAPBA)	
Solyc09g005140	hypothetical protein (AHRD V3.3 *-* AT2G30480.5)	
Solyc09g005210	Protein LURP-one-related 8 (AHRD V3.11 *** tr|A0A2I0WR24|A0A2I0WR24_9ASPA)	
Solyc09g005230	Protein root UVB sensitive 5 (AHRD V3.3 *** A0A2G3BL77_CAPCH)	
Solyc09g005250	Mitochondrial carrier protein (AHRD V3.3 *** A0A200PWZ1_9MAGN)	
Solyc09g005260	Vacuolar cation/proton exchanger (AHRD V3.3 *** A0A2G3BK94_CAPCH)	
Solyc09g005330	HEAT repeat-containing protein (AHRD V3.3 *** A0A2U1QKL7_ARTAN)	
Solyc09g005430	skin secretory protein xP2-like (AHRD V3.3 *** XP_019071199.1)	
Solyc09g005500	Kirola (AHRD V3.3 *** A0A2U1MSQ9_ARTAN)	
Solyc09g005600	Transducin family protein / WD-40 repeat family protein (AHRD V3.3 *** F4K0R0_ARATH)	
Solyc09g005690	Type I inositol polyphosphate 5-phosphatase 5 (AHRD V3.3 *-* A0A199V5W7_ANACO)	
Solyc09g005710	Pentatricopeptide repeat (AHRD V3.3 *** A0A200PZG6_9MAGN)	
Solyc09g005760	U3 ribonucleoprotein (Utp) family protein (AHRD V3.3 *** F4JHI1_ARATH),Pfam:PF04615	
Solyc09g005810	UDP-glucuronic acid decarboxylase (AHRD V3.3 *** G5DXR5_SILLA)	
Solyc09g005830	ACI49	
Solyc09g005840	Exocyst subunit Exo70 family protein (AHRD V3.11 *** tr|A0A2G2YQH8|A0A2G2YQH8_CAPAN)	
Solyc09g005870	Cytochrome c-type biogenesis protein CcmE (AHRD V3.3 *** A0A1J3F0T2_NOCCA)	
Solyc09g005910	Phosphatidate phosphatase PA.1	
Solyc09g006005	Pathogenesis-related protein.1	
Solyc09g007100	DUF632 domain-containing protein/DUF630 domain-containing protein (AHRD V3.3 *** A0A1Q3BWV7_CEPFO)	
Solyc09g007110	Leucine-rich receptor-like protein kinase family protein (AHRD V3.3 *** A0A0K9PPV4_ZOSMR)	
Solyc09g007140	Protein RESTRICTED TEV MOVEMENT 2 (AHRD V3.11 *-* tr|A0A1J3D687|A0A1J3D687_NOCCA)	
Solyc09g007150	Glutathione S-transferase (AHRD V3.3 *** A0A200QHH9_9MAGN)	
Solyc09g007170	Serine/threonine-protein kinase CD.1	
Solyc09g007180	Adenylate kinase (AHRD V3.3 *** S8CID7_9LAMI),Pfam:PF00406	
Solyc09g007280	Leucine-rich repeat protein kinase family protein (AHRD V3.3 *** A0A2U1Q5J5_ARTAN)	
Solyc09g007370	Ribonuclease P protein subunit p29 (AHRD V3.3 *** A0A2G2WVI5_CAPBA)	
Solyc09g007480	transmembrane protein (AHRD V3.3 -** AT5G03120.1)	
Solyc09g007750	Serine/threonine-protein kinase-like protein CC.1	
Solyc09g007760	Aquaporin (AHRD V3.11 *** tr|A0A0C7AUU3|A0A0C7AUU3_COFAR)	
Solyc09g007790	Senescence regulator (AHRD V3.3 *** A0A2U1KXJ7_ARTAN)	
Solyc09g007830	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (AHRD V3.3 *** A0A1U8E671_CAPAN)	
Solyc09g007840	Cyclic nucleotide-gated channel 15 (AHRD V3.3 *** A0A2U1M7X5_ARTAN)	
Solyc09g007900	Phenylalanine ammonia-lyase (AHRD V3.11 *** tr|A0A2G2YQ27|A0A2G2YQ27_CAPAN)	
Solyc09g007980	Unknown protein	
Solyc09g161950	polyubiquitin-like (AHRD V3.11 -** XP_021655819.1)	
Solyc09g008080	Ubiquitin domain-containing protein (AHRD V3.3 --* A0A1Q3C6U9_CEPFO)	
Solyc09g008150	transcription initiation factor TFIID subunit 8 (AHRD V3.3 *** A0A2I4EME6_9ROSI)	
Solyc09g008230	zinc finger protein 593-like (AHRD V3.3 *** A0A2I4GQ86_9ROSI)	
Solyc09g008290	Thioredoxin (AHRD V3.3 *** A0A200R5M5_9MAGN)	
Solyc09g008400	Serine/threonine protein phosphatase 2A regulatory subunit (AHRD V3.3 *** A0A2G2VX63_CAPBA)	
Solyc09g008460	RAB GTPase (AHRD V3.3 *** A0A2U1PC99_ARTAN)	
Solyc09g008480	Phosphatidylinositol 4-phosphate 5-kinase (AHRD V3.3 *** K4CQN6_SOLLC)	
Solyc09g008520	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein (AHRD V3.3 *** Q8RWG0_ARATH)	
Solyc09g008610	ER membrane protein complex subunit 1-like (AHRD V3.3 *** A0A2I4GFA7_9ROSI)	
Solyc09g008630	DNA replication complex GINS protein PS.1	
Solyc09g008650	Peptidylprolyl isomerase (AHRD V3.3 *** A0A1U8E6I5_CAPAN)	
Solyc09g008660	protein CHUP1, chloroplastic (AHRD V3.11 *** tr|A0A2I4GJN2|A0A2I4GJN2_9ROSI)	
Solyc09g008670	threonine deaminase	
Solyc09g008830	Sequence-specific DNA binding transcription factor (AHRD V3.11 *** tr|A0A2U1LFW8|A0A2U1LFW8_ARTAN)	
Solyc09g008840	Pyruvate kinase (AHRD V3.11 *** tr|A0A2G3BIP6|A0A2G3BIP6_CAPCH)	
Solyc09g008913	Cytochrome P450 (AHRD V3.3 *** Q8H0I8_PETHY)	
Solyc09g009020	enolase	
Solyc09g009060	Unknown protein	
Solyc09g009140	Gamma-tubulin complex component (AHRD V3.3 *** A0A2G3BIR4_CAPCH)	
Solyc09g009370	Calcium-dependent lipid-binding family protein (AHRD V3.3 *-* A0A1P8AMQ8_ARATH)	
Solyc09g009400	APO domain (AHRD V3.3 *** A0A200QVA6_9MAGN)	
Solyc09g009440	Iron-sulfur assembly protein IscA-like 1, mitochondrial (AHRD V3.3 *** A0A2G2YPA5_CAPAN)	
Solyc09g009500	Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** A0A2U1QP59_ARTAN)	
Solyc09g009520	Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** Q9SJM9_ARATH)	
Solyc09g009550	Alpha/beta-Hydrolases superfamily protein (AHRD V3.11 *** tr|A0A2U1QP59|A0A2U1QP59_ARTAN)	
Solyc09g009670	Solute carrier family 35 protein (DUF914) (AHRD V3.3 *** A0A1I9LLD6_ARATH)	
Solyc09g009780	Glucosamine 6-phosphate N-acetyltransferase (AHRD V3.3 *** A0A2G3BIH9_CAPCH)	
Solyc09g009810	hypothetical protein (AHRD V3.3 *** AT3G10120.1)	
Solyc09g009950	Pentatricopeptide repeat (AHRD V3.3 *** A0A200Q6D9_9MAGN)	
Solyc09g009970	Rho GTPase-activating protein.1	
Solyc09g009990	GATA zinc finger protein Chr3:19510513-19512547 FORWARD LENGTH=475 201606 (AHRD V3.11 *** AT3G52610.1)	
Solyc09g010060	Kinesin-related protein (AHRD V3.3 *** A0A2U1L7Z9_ARTAN)	
Solyc09g010180	SPINDLY	
Solyc09g010220	lysosomal Pro-X carboxypeptidase (AHRD V3.11 *** tr|A0A2I4EKY3|A0A2I4EKY3_9ROSI)	
Solyc09g010300	mRNA-decapping enzyme-like protein (AHRD V3.3 *** A0A2G3BIX2_CAPCH)	
Solyc09g010360	WAT1-related protein (AHRD V3.3 *** K4CR63_SOLLC)	
Solyc09g010380	Soluble inorganic pyrophosphatase-like protein (AHRD V3.3 *** A0A2K3NXW2_TRIPR)	
Solyc09g010420	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic (AHRD V3.3 *** A0A2G2YQV3_CAPAN)	
Solyc09g010430	Unknown protein	
Solyc09g010440	Actin-depolymerizing factor (AHRD V3.3 *** Q1EMP8_PLAMJ)	
Solyc09g010460	Eukaryotic translation initiation factor 3 subunit A (AHRD V3.3 *** A0A2G2VY82_CAPBA)	
Solyc09g010550	dentin sialophosphoprotein-like protein (AHRD V3.3 *-* AT5G02520.2)	
Solyc09g010560	5-oxoprolinase (AHRD V3.3 *** A0A2G3BK16_CAPCH)	
Solyc09g010570	Para-hydroxybenzoic acid efflux pump subunit AaeB/fusaric acid resistance protein (AHRD V3.3 *-* A0A2U1MC19_ARTAN)	
Solyc09g010630	HSC2-like	
Solyc09g010640	FYD (AHRD V3.3 *** AT3G12570.4)	
Solyc09g010650	RING/U-box superfamily protein (AHRD V3.3 *-* A0A2U1QK74_ARTAN)	
Solyc09g010710	peptide transporter family protein Chr3:2901280-2902893 FORWARD LENGTH=301 201606 (AHRD V3.11 *** AT3G09430.1)	
Solyc09g010780	Protein phosphatase 2C (AHRD V3.3 *-* A0A2U1P5P3_ARTAN)	
Solyc09g010860	Expansin (AHRD V3.11 *** tr|Q9ZP32|Q9ZP32_SOLLC)	
Solyc09g010940	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein (AHRD V3.3 *** A0A1P8BF18_ARATH)	
Solyc09g010995	Laccase (AHRD V3.3 *** M1AHJ4_SOLTU)	
Solyc09g011030	Hsp70 nucleotide exchange factor FE.1	
Solyc09g150105	Laccase (AHRD V3.3 *** M1AHJ4_SOLTU)	
Solyc09g011070	Lectin receptor kinase (AHRD V3.3 *** B8XSM8_WHEAT)	
Solyc09g011140	NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** A0A1P8AYM6_ARATH),Pfam:PF13561	
Solyc09g011160	Regulator of chromosome condensation (RCC1) family protein (AHRD V3.3 *** A0A1I9LSN5_ARATH)	
Solyc09g011190	Legume-specific protein (AHRD V3.3 *-* S5VL86_9FABA)	
Solyc09g011250	Mitochondrial glycoprotein (AHRD V3.3 *** A0A200QYU1_9MAGN)	
Solyc09g011370	F-box/LRR-repeat protein 14 (AHRD V3.3 *** A0A2G3BKI4_CAPCH)	
Solyc09g011470	Plant/T7H20-70 protein (AHRD V3.3 *-* G7L5L0_MEDTR)	
Solyc09g011520	Glutathione S-transferase-like protein (AHRD V3.3 *** A8DUB0_SOLLC)	
Solyc09g011540	Glutathione S-transferase (AHRD V3.3 *** C0LF68_CAPAN)	
Solyc09g011550	Glutathione S-transferase (AHRD V3.11 *** tr|C0LF68|C0LF68_CAPAN)	
Solyc09g011610	Glutathione S-transferase (AHRD V3.11 *-* tr|C0LF68|C0LF68_CAPAN)	
Solyc09g011740	Phosphatidylinositol:ceramide inositolphosphotransferase (AHRD V3.3 *** A0A1U8EEU4_CAPAN)	
Solyc09g011760	Mitochondrial import inner membrane translocase subunit TIM10 (AHRD V3.3 *** A0A2G2VX96_CAPBA)	
Solyc09g011910	DUF674 family protein (AHRD V3.3 *** A0A2K3PIU4_TRIPR)	
Solyc09g011960	Laccase (AHRD V3.3 *** K4CRM1_SOLLC)	
Solyc09g013100	Protein TIC 56, chloroplastic (AHRD V3.3 *** A0A1U8F621_CAPAN)	
Solyc09g013110	Reticulon-like protein (AHRD V3.3 *** A0A2G3BKW2_CAPCH)	
